"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000148737",922.869893199074,0.204491868696216,0.136726493104907,1.49562724862192,0.13475081828536,0.490084312116556
"ENSG00000198887",926.827165316532,0.225224583995587,0.150565735979749,1.49585549813193,0.134691315275643,0.490084312116556
"ENSG00000260007",1.02153320633132,-0.791960705587614,0.529458717137448,-1.49579311843122,0.134707575198834,0.490084312116556
"ENSG00000167778",1053.0035452927,0.182640040709594,0.122243696549415,1.49406510000101,0.135158604765393,0.491287335576953
"ENSG00000197013",104.32963653643,0.298721186031198,0.20007064410228,1.49307854418905,0.135416628145911,0.492026505172871
"ENSG00000258334",1.31163031301653,0.772247723895025,0.517777952528006,1.49146505780054,0.135839438520653,0.493363578162178
"ENSG00000169908",1475.24265179184,-0.411973270677817,0.276284377709812,-1.49112039592236,0.135929888368351,0.493492938812086
"ENSG00000165105",958.231381015823,0.382868485056494,0.256980208699409,1.48987537598406,0.136257007223319,0.494481074600756
"ENSG00000137747",115.794742905579,-0.825839031028876,0.554635509361789,-1.48897612412007,0.136493656053087,0.495140227520269
"ENSG00000110066",991.886284580861,0.151786668765916,0.10202195827438,1.48778430970417,0.136807784832822,0.495807007081238
"ENSG00000225541",0.944240611347882,0.931383702986598,0.625942231190924,1.48797070492358,0.136758619529106,0.495807007081238
"ENSG00000251152",1.57118221847739,0.819416780542737,0.550812197644803,1.48765184221854,0.136842733954422,0.495807007081238
"ENSG00000103365",1128.46217482872,-0.134503857300398,0.0904999386763776,-1.48623147449166,0.137217905014113,0.495940504123414
"ENSG00000136930",1663.01705296042,-0.142073560696354,0.0955279293490661,-1.48724631282656,0.136949768285137,0.495940504123414
"ENSG00000161638",1231.42793716082,0.610130753787445,0.410680422630936,1.48565823975434,0.13736954177066,0.495940504123414
"ENSG00000169213",138.622975150028,0.565137773677503,0.380612310661053,1.48481212469445,0.137593599169763,0.495940504123414
"ENSG00000177951",1046.76176206192,0.117631752252711,0.0791635025522848,1.48593415475799,0.137296538346833,0.495940504123414
"ENSG00000189362",107.27206397242,-0.182699216097574,0.123036532840096,-1.48491843747758,0.137565431306438,0.495940504123414
"ENSG00000197858",1160.14961686368,-0.195913845955524,0.131827979254056,-1.48613251196064,0.137244074170847,0.495940504123414
"ENSG00000203645",14.4734315015388,0.63288509039395,0.425877598271817,1.48607274240804,0.137259881196702,0.495940504123414
"ENSG00000228115",1.05088357095936,0.841777745360904,0.566636508158323,1.48556920219779,0.137393106306147,0.495940504123414
"ENSG00000228124",1.48764989965529,-0.683700219742999,0.46046518080822,-1.48480329944373,0.137595937644018,0.495940504123414
"ENSG00000242419",1.73585265855793,0.80793736826502,0.543574416907619,1.48634178345139,0.13718874000042,0.495940504123414
"ENSG00000259863",13.4262644038713,0.459968432893071,0.309640774670178,1.48549051197478,0.137413934927889,0.495940504123414
"ENSG00000268205",135.93911948326,-0.23315141647039,0.156968151759601,-1.48534217837683,0.137453204169909,0.495940504123414
"ENSG00000261575",1.36402117733098,0.749224419985013,0.505053979567678,1.48345414608225,0.137953790627272,0.496832379209864
"ENSG00000267696",1.44105357212917,-0.715871587480161,0.482527819966471,-1.48358614334383,0.137918747699593,0.496832379209864
"ENSG00000274251",0.873351913351538,0.991972788840035,0.66882599221648,1.48315526068694,0.138033164752542,0.49691939310915
"ENSG00000107554",1250.92986641245,0.163980106621853,0.110594548017898,1.48271419849119,0.138150360647423,0.496943743336054
"ENSG00000159685",161.771603544896,-0.311003338511128,0.209733270401764,-1.48285170929425,0.138113814035463,0.496943743336054
"ENSG00000071082",12267.9333452559,-0.16805720176533,0.113395315285594,-1.48204713168323,0.138327754542187,0.49718442127783
"ENSG00000076344",129.338280215761,0.562434126300619,0.379447672470166,1.48224423841957,0.138275319446913,0.49718442127783
"ENSG00000139793",1011.93889811692,-0.218323684674613,0.14745277282374,-1.48063464995392,0.138703956776936,0.498138711489396
"ENSG00000223599",1.13840667404145,0.910210366734556,0.61465972037175,1.48083620345914,0.138650226598371,0.498138711489396
"ENSG00000181626",1.03513579112003,0.98109304887215,0.663266956267224,1.47918276284048,0.139091475168222,0.499065819223276
"ENSG00000182938",16.8240473213345,-1.76120755215485,1.19094103971115,-1.47883689740174,0.139183911805602,0.499065819223276
"ENSG00000237513",10.6528311759811,0.452496628421876,0.305863733033073,1.47940595615809,0.139031849208811,0.499065819223276
"ENSG00000279024",0.908146507938583,-1.28263538949394,0.867252135637225,-1.47896480941094,0.139149720295164,0.499065819223276
"ENSG00000128567",1096.87442156445,0.303031036705807,0.20504536411081,1.47787314295018,0.139441736133728,0.499592207485491
"ENSG00000133961",1461.90223226447,0.165039050148701,0.111657951336206,1.47807700368569,0.139387168518321,0.499592207485491
"ENSG00000273014",16.9473720913737,0.278908196522973,0.188853318749901,1.47685091461026,0.139715605050834,0.500374232175689
"ENSG00000177989",173.543347759615,-0.37067391845953,0.25113006947612,-1.47602363680617,0.139937546970151,0.500969738556626
"ENSG00000148291",124.448559842542,-0.22576641768018,0.153188051919116,-1.47378607438252,0.140539198891663,0.501328890219963
"ENSG00000196205",123.508359786184,-0.201396701737071,0.136503342440417,-1.47539758467805,0.140105684353401,0.501328890219963
"ENSG00000234336",1.08592303931365,1.20356275506505,0.816529727897281,1.47399747240612,0.140482271712418,0.501328890219963
"ENSG00000254799",1.39156914428741,1.32283831175512,0.897506230284751,1.47390432190697,0.140507353938718,0.501328890219963
"ENSG00000256870",8.41654804242893,1.12863690691842,0.765295223847257,1.47477322704901,0.14027352139477,0.501328890219963
"ENSG00000269693",13.3189158081514,0.303473031088958,0.20590032713636,1.47388319052052,0.140513044373686,0.501328890219963
"ENSG00000277740",0.889902030626462,1.18227361223549,0.802160109590077,1.47386238495412,0.140518647242285,0.501328890219963
"ENSG00000280073",1.74298908580108,1.06678744633697,0.723467835490977,1.47454716575341,0.140334328307847,0.501328890219963
"ENSG00000280111",131.683373135493,-0.375136212215916,0.25439166796827,-1.47464032612384,0.14030926718609,0.501328890219963
"ENSG00000256982",1.57900594657502,0.799719371575044,0.542713079660351,1.47355831570438,0.140600551667735,0.5013490352653
"ENSG00000101347",1472.98667269628,-0.289049377080677,0.196430487635491,-1.47150974657791,0.141153313627618,0.503120721841014
"ENSG00000210049",1.35769672389689,-0.977185096732727,0.664357577509462,-1.47087220769874,0.141325680034501,0.503535677082546
"ENSG00000161643",12.2614169485731,-0.488041080630909,0.332112429269159,-1.46950561803689,0.141695699138013,0.504654250986198
"ENSG00000163558",892.247196808647,0.171152153001148,0.116488171326212,1.46926637316553,0.141760553789944,0.504685515866097
"ENSG00000059728",1636.73217966978,0.421067815720669,0.286680385194447,1.46877092911352,0.141894931584546,0.504964169340021
"ENSG00000205744",1166.81237982192,0.273183344472662,0.18608261316945,1.46807560265663,0.142083687869278,0.505436043803756
"ENSG00000131355",16.9427524402873,0.580995222465507,0.396219971013513,1.46634512384458,0.142554288155894,0.50544966053144
"ENSG00000133226",1152.61510001507,-0.160144499762346,0.109204023105447,-1.46647069593499,0.142520098860728,0.50544966053144
"ENSG00000149506",1.48489733673505,0.865027301653002,0.589756662820666,1.46675291045595,0.142443283774593,0.50544966053144
"ENSG00000159147",151.305127832436,-0.23647431846684,0.161283466845443,-1.46620309627553,0.142592965343258,0.50544966053144
"ENSG00000217442",1.43630504338825,-0.796571476197135,0.542860650350379,-1.4673590279255,0.142278414008136,0.50544966053144
"ENSG00000235736",1.15276028524903,1.14325940338265,0.779053015176625,1.46749884938633,0.142240402037295,0.50544966053144
"ENSG00000250041",1.47161005149606,-0.683051734520465,0.465566375968696,-1.46714146419885,0.142337576562317,0.50544966053144
"ENSG00000256248",1.01299091424207,0.902061653951474,0.614981914471446,1.46681005201065,0.142427734464109,0.50544966053144
"ENSG00000261189",12.7127299184815,-0.355029148256552,0.242131126020569,-1.46626810890225,0.142575259995367,0.50544966053144
"ENSG00000259727",1.71730275147021,-0.851834111101507,0.581232926417425,-1.46556410069884,0.142767077354846,0.505774744196121
"ENSG00000272954",0.991726208652064,-0.798224034994426,0.544693989932814,-1.46545408935554,0.142797069444705,0.505774744196121
"ENSG00000077235",1312.62834899976,0.0922284915660922,0.0629720850369598,1.4645932640147,0.143031920879955,0.505780755809434
"ENSG00000164185",1.35238900671741,0.849770832934156,0.580356607888139,1.46422186184179,0.14313333875907,0.505780755809434
"ENSG00000180189",1.11568601151077,0.793666278214074,0.542074616934193,1.46412736073643,0.143159152747518,0.505780755809434
"ENSG00000182040",1.30328560616785,-1.10299518132626,0.75278099006907,-1.46522719871692,0.14285894128672,0.505780755809434
"ENSG00000188660",1.02526577479219,-0.919596887740731,0.628137129432326,-1.46400657539829,0.143192151755827,0.505780755809434
"ENSG00000246225",1.24964724578696,0.694752487646531,0.47441482219458,1.46444093890806,0.14307350925052,0.505780755809434
"ENSG00000278637",1.19355534385622,0.839939535673391,0.573445232868388,1.46472494238376,0.142995977035113,0.505780755809434
"ENSG00000128309",1805.43391431828,-0.293998956829094,0.200851557477903,-1.46376239507846,0.143258880561254,0.505817938427338
"ENSG00000144381",9896.92127172836,-0.348996885780674,0.238475436633758,-1.46345003370998,0.143344276438728,0.505920975666098
"ENSG00000260260",125.510687524859,0.27181931741254,0.185840940881328,1.46264497006671,0.143564551273579,0.506301317187388
"ENSG00000269904",1.38462011881755,0.746155468765409,0.510082947467203,1.46281202394711,0.143518822042726,0.506301317187388
"ENSG00000280913",1.38084889325942,-1.2307453399028,0.841709726917664,-1.4621968839659,0.14368726528973,0.506535600316322
"ENSG00000172738",9.78113390136009,-0.405874489823146,0.277653620574144,-1.46180153885212,0.14379560230681,0.506719037103091
"ENSG00000173113",1087.24791377983,-0.215068965514748,0.147173717814842,-1.46132725807283,0.143925652817696,0.506978816187578
"ENSG00000141293",123.162894900534,-0.486846916857061,0.333216360074982,-1.46105346312381,0.144000770011719,0.507044964829998
"ENSG00000250874",0.942177117261841,1.10875595210761,0.759217598060014,1.46039285040382,0.144182136605978,0.507485033028473
"ENSG00000214784",1.51094471658758,-0.688938349075684,0.472249429257492,-1.45884421746975,0.144607989288479,0.508784950584955
"ENSG00000248256",1.76278884654162,-0.632852905509189,0.43461847190109,-1.45611138601862,0.145361830490327,0.511237387422018
"ENSG00000146425",1262.90261210548,0.17282793461913,0.118836863202973,1.4543293213987,0.145855024944317,0.511945208610883
"ENSG00000163811",962.25580908168,-0.25351003795196,0.174307033544683,-1.45438788554091,0.145838796723128,0.511945208610883
"ENSG00000225614",114.581061161006,0.458698047740216,0.31548491857847,1.45394603902794,0.145961267255058,0.511945208610883
"ENSG00000234917",1.89598207046447,-0.877335369326235,0.602918060911031,-1.45514859515164,0.145628128382031,0.511945208610883
"ENSG00000237972",1.33295252401328,-0.88965966907877,0.611744361931511,-1.45429974420978,0.14586322135787,0.511945208610883
"ENSG00000254936",1.24644705829807,0.975660927754252,0.670959104365766,1.45412875599402,0.145910612424658,0.511945208610883
"ENSG00000255189",1.07771502634714,-0.869233190298539,0.597768485014198,-1.45413017261673,0.14591021974532,0.511945208610883
"ENSG00000101365",1452.06500092109,-0.261533818660089,0.179938455066188,-1.45346262178303,0.146095350476125,0.512215876231056
"ENSG00000110492",1159.88867907092,0.410674683270453,0.282655548542702,1.45291569681821,0.14624716217232,0.512388537592767
"ENSG00000167526",15594.6266196456,-0.204503573681123,0.140777719813781,-1.45267002443027,0.146315393512601,0.512388537592767
"ENSG00000181333",8.9649173123015,-0.787422727153519,0.541988048513701,-1.45284149588331,0.146267767657055,0.512388537592767
"ENSG00000206559",12.4221761925079,0.342566806161327,0.235934582542229,1.4519567350836,0.146513635560507,0.51288320499594
"ENSG00000124256",117.0043356942,0.431311520981526,0.297115064467581,1.45166493578648,0.146594793532564,0.512932867112788
"ENSG00000150455",166.580658923529,0.16413424809715,0.113106593186459,1.45114659962015,0.146739042869681,0.512932867112788
"ENSG00000226084",1.21075059982337,-0.788798268972064,0.543668192292109,-1.45088176971782,0.146812785075838,0.512932867112788
"ENSG00000275074",140.199746667941,0.330876739056633,0.227977032101789,1.45135997256469,0.146679649526806,0.512932867112788
"ENSG00000280273",0.942519691559856,-0.770941997007006,0.531339950069208,-1.45093926573108,0.146796772833223,0.512932867112788
"ENSG00000254409",1.67503688131738,0.680307478218263,0.469006848472631,1.45052781304528,0.14691138899106,0.513078192052595
"ENSG00000132122",90.8870263215256,0.276037145543341,0.19047373534859,1.44921369362637,0.14727791453023,0.513163465262124
"ENSG00000144583",11.1980571355902,0.597983764415262,0.41240552253705,1.44998971094413,0.147061388458475,0.513163465262124
"ENSG00000231121",0.93926933899314,1.05573308901809,0.728349228080395,1.4494874825371,0.147201493532493,0.513163465262124
"ENSG00000272143",10.1294373339104,-0.542586698697239,0.374164787479663,-1.4501276358795,0.147022929826841,0.513163465262124
"ENSG00000272420",1.50230408467264,0.810838834380704,0.559440460817733,1.44937467196331,0.147232977973831,0.513163465262124
"ENSG00000279337",1.37163475707126,-0.701944382360432,0.484352613703681,-1.44924247851767,0.147269878555788,0.513163465262124
"ENSG00000235192",9.65140830224392,0.440623846423052,0.304192475331838,1.44850343829966,0.147476305091374,0.513606511313746
"ENSG00000264878",0.860725943610178,-0.824609467921461,0.569344077032709,-1.44834995424759,0.147519203527337,0.513606511313746
"ENSG00000077274",162.671065304148,0.852404653350473,0.588990471536379,1.44722995454745,0.147832529634843,0.513679107481076
"ENSG00000080371",940.316385997681,-0.137563060758797,0.0950591418348719,-1.44713131323823,0.14786014943426,0.513679107481076
"ENSG00000106628",1452.84519987236,-0.28822108328705,0.1992342863158,-1.44664399193922,0.147996658410937,0.513679107481076
"ENSG00000119541",1446.25494896903,0.222062636229661,0.153397818707554,1.44762577525964,0.147721738550573,0.513679107481076
"ENSG00000175826",1050.41438382454,0.149411217001176,0.103180794698373,1.44805258999941,0.147602343283528,0.513679107481076
"ENSG00000176853",1116.51934927168,-0.206820948833428,0.142926361135713,-1.44704550784054,0.147884178354823,0.513679107481076
"ENSG00000204866",13.5817636691204,-0.906843825746196,0.626775522099545,-1.44683988728291,0.147941772423111,0.513679107481076
"ENSG00000264127",1.33656168057604,0.914400428072474,0.631858579320616,1.44715994685971,0.147852131546514,0.513679107481076
"ENSG00000211655",99.3214923240524,0.908945235222936,0.628414046924997,1.44641139018241,0.148061849009343,0.513707263332338
"ENSG00000235865",10.6790552832233,0.391467736941545,0.270712035779078,1.44606698337201,0.148158415163338,0.513844214439322
"ENSG00000278627",1.53136004217525,-0.728915228348987,0.504283816118191,-1.44544640349542,0.148332537264214,0.514249936586258
"ENSG00000087266",982.954266515154,-0.177052262365786,0.122550009008944,-1.44473479681968,0.148532391960922,0.514744523545743
"ENSG00000096070",1558.09795173295,0.182324444170854,0.126223240709962,1.44446017346205,0.148609574885937,0.514813769812715
"ENSG00000048649",910.195945361195,0.138919881357906,0.0962597450645915,1.44317732469257,0.148970525417307,0.515043743951865
"ENSG00000179799",0.954856610286198,-1.1831081776603,0.819892471534458,-1.44300407521254,0.149019323250073,0.515043743951865
"ENSG00000181619",17.6110530112555,0.420507996604969,0.291355913246334,1.44327943071277,0.148941771722904,0.515043743951865
"ENSG00000196811",1.78111538909163,0.862478857739294,0.597425911480329,1.44365826986346,0.148835125268047,0.515043743951865
"ENSG00000235111",1.73171937368178,-0.902508223079475,0.625331817534708,-1.44324692550829,0.148950924932207,0.515043743951865
"ENSG00000271141",1.2677513285348,0.750913983753036,0.52024504048395,1.44338518451711,0.148911995256461,0.515043743951865
"ENSG00000093167",1207.75435144456,0.185723621529608,0.128750331799039,1.44250984781535,0.149158595487848,0.515242730004274
"ENSG00000261716",133.899061348934,0.33475258526872,0.23208131760097,1.44239350555687,0.149191394932349,0.515242730004274
"ENSG00000142444",154.902052623076,0.146233808590169,0.101442647715075,1.44154171725585,0.149431700522762,0.515281725940559
"ENSG00000167981",97.3643686584571,-0.197326825545648,0.136832340677937,-1.44210662894453,0.149272295288303,0.515281725940559
"ENSG00000175471",129.484401192441,0.437104219678882,0.303155616940913,1.44184766915955,0.149345351734683,0.515281725940559
"ENSG00000207834",1.01788439824305,1.32215540858874,0.917169047085748,1.44156130518121,0.149426171082506,0.515281725940559
"ENSG00000256757",0.763265298029052,-2.48945314689208,1.72758359798769,-1.44100299967644,0.149583835345122,0.515608777520527
"ENSG00000030110",1064.04165199378,0.264546133496867,0.183715518158441,1.43997706970358,0.14987388661363,0.516410788484943
"ENSG00000112877",108.099533108856,-0.373632542345191,0.259512637664754,-1.43974700310302,0.149938989972434,0.516437393705284
"ENSG00000113384",1770.86826461528,-0.173864285349356,0.120833679206338,-1.43887272564516,0.150186586377462,0.517092301988201
"ENSG00000239407",14.2583130147391,-0.285730351379517,0.198623011315208,-1.43855613449578,0.150276322216985,0.517203403423658
"ENSG00000085265",103.724930908499,-0.689851169151173,0.479733593814925,-1.43798803762179,0.150437448322415,0.517437258771002
"ENSG00000259343",14.5457953775948,-0.354260048245131,0.246371300541367,-1.43791118310734,0.150459256244857,0.517437258771002
"ENSG00000132313",1012.83407413011,0.176797490985441,0.122985967739551,1.43754197519385,0.150564054773464,0.517599882720084
"ENSG00000157502",11.0955221872053,-0.803139553081053,0.558780971149284,-1.4373065557855,0.150630906894419,0.517631982455048
"ENSG00000141867",1180.39917638007,-0.126152188369611,0.0877915428705597,-1.43695149036861,0.150731777724059,0.517780915846005
"ENSG00000122707",155.562075228894,0.352920711230145,0.245693203209981,1.43642846696301,0.150880457647088,0.517921838166842
"ENSG00000237914",1.70828951199185,0.70035281957523,0.487574277409666,1.43640231247635,0.150887895519273,0.517921838166842
"ENSG00000105497",113.212680401458,0.259493894060866,0.180778645614652,1.43542337746021,0.151166488287406,0.517976436222449
"ENSG00000144747",1045.12908592174,0.168811840415322,0.117614289015254,1.4353004369514,0.151201503314533,0.517976436222449
"ENSG00000162645",1401.19988406393,0.356078233896452,0.248100861969057,1.43521562589679,0.151225662187773,0.517976436222449
"ENSG00000182957",1082.79207975891,-0.278872699091749,0.194286545762868,-1.43536804361183,0.151182247309493,0.517976436222449
"ENSG00000197465",1.54192285918657,0.827121601342883,0.575946330583367,1.43610881330749,0.150971380641382,0.517976436222449
"ENSG00000211816",1.61687104713063,0.739000801639501,0.514935307966642,1.4351332880195,0.151249119376955,0.517976436222449
"ENSG00000101898",15.8345825163189,0.447140612809783,0.311686417057476,1.43458485304263,0.151405433424668,0.518117452784034
"ENSG00000267395",12.1455987097594,0.351706337810671,0.245161506559659,1.43459037573292,0.151403858743294,0.518117452784034
"ENSG00000020426",147.325616142071,-0.203046523727213,0.141654153530935,-1.4333961882937,0.151744647093124,0.518883671671015
"ENSG00000170006",129.323221474289,-0.371252890932729,0.258989214656155,-1.4334685381614,0.151723983815394,0.518883671671015
"ENSG00000138050",120.121166200476,-0.203528610194226,0.142014209147699,-1.4331566637994,0.151813071095666,0.518920486084692
"ENSG00000130287",1.56563963105834,-0.925702829777507,0.646491138179541,-1.43188788694645,0.152175909399361,0.519593943380823
"ENSG00000168488",1676.92519741575,-0.156319953877055,0.10917249271094,-1.43186209268803,0.152183292750206,0.519593943380823
"ENSG00000228008",11.8544259925553,0.461972410676756,0.322548586279249,1.43225681440997,0.152070337408987,0.519593943380823
"ENSG00000160113",1120.02280326073,0.25803272663028,0.180328591672903,1.43090302118216,0.152458011078075,0.520137262965379
"ENSG00000175820",1.04852085887821,-0.839395935176554,0.586571053764647,-1.43102174883889,0.152423982039166,0.520137262965379
"ENSG00000255129",1.36199982576676,-0.685726653219269,0.479386479021111,-1.43042551934192,0.152594928302781,0.520407106754465
"ENSG00000255624",9.44552549970107,-0.526864611199967,0.368473360645799,-1.42985807787181,0.152757756149405,0.520765077782063
"ENSG00000272100",1.62442993005889,0.771804197515093,0.539913013334452,1.42949730503531,0.152861348967165,0.520920916586324
"ENSG00000104059",113.500890871233,0.746927637527865,0.522701409551124,1.42897574768222,0.153011204150092,0.52123423063998
"ENSG00000207833",1.40470768704002,1.00641957317863,0.704824055470057,1.42790185063623,0.153320110886064,0.522088913346415
"ENSG00000259804",1.03111444908011,0.797983975980491,0.559040350598075,1.42741749343637,0.153459591446339,0.522366234121426
"ENSG00000199866",0.987523923719109,-1.10794011429305,0.776444043483529,-1.42694135345833,0.15359679971577,0.522635613399596
"ENSG00000108179",1433.13665687701,-0.219008509408238,0.153505672616601,-1.42671280920828,0.153662691959411,0.522662217549016
"ENSG00000119737",13.3461496399541,-0.349204154765568,0.244912058351162,-1.42583487769667,0.153916010747597,0.522930953842347
"ENSG00000164604",11.175770174112,-0.455638845342332,0.319557004832394,-1.42584527471495,0.153913008930671,0.522930953842347
"ENSG00000270638",1.60235683550573,-0.611188910767749,0.428611128750624,-1.42597536501054,0.15387545314976,0.522930953842347
"ENSG00000233101",110.157490911533,0.569681547048266,0.399620623323419,1.42555592429276,0.153996566515962,0.523007207035343
"ENSG00000069345",1356.01996956145,-0.114475391665926,0.0803652304214017,-1.42443928880269,0.154319347823668,0.523885954548104
"ENSG00000207770",9.68216192928162,-0.387390563486809,0.27210985420047,-1.4236550330934,0.154546356591691,0.523885954548104
"ENSG00000238018",15.6022879297375,-0.326421473277486,0.229263942045767,-1.42378025242332,0.154510093896797,0.523885954548104
"ENSG00000249375",1.49481850031582,0.679998905082148,0.477567014607143,1.42388164233145,0.154480736782108,0.523885954548104
"ENSG00000272767",9.15232228679001,0.358110974869856,0.251537065725953,1.42369067491633,0.154536034295859,0.523885954548104
"ENSG00000149582",105.28758621384,-0.522894288544619,0.367430505374963,-1.42311071317011,0.154704063204594,0.524223105738458
"ENSG00000145675",1320.46628148645,-0.212604110493764,0.149426055489551,-1.42280481002612,0.154792746609961,0.524326202291928
"ENSG00000112759",1105.84882373999,-0.47713892637272,0.335509973047812,-1.42213038270766,0.154988404084016,0.524791435950393
"ENSG00000117118",1218.35860619053,-0.189664206723355,0.133427289210517,-1.42147987750924,0.155177299411857,0.525233431630957
"ENSG00000074201",1245.51296782857,-0.165842684543495,0.116758106499207,-1.42039546131747,0.155492583410669,0.525707457060865
"ENSG00000111348",1475.29248844933,-0.272795410708735,0.192039840399633,-1.42051467102373,0.155457900518991,0.525707457060865
"ENSG00000199545",1.03174906466581,0.924117401608736,0.650458365950121,1.42071722032337,0.155398984258121,0.525707457060865
"ENSG00000279978",106.97815690256,-0.235396819693948,0.165869845319917,-1.41916584801736,0.155850670121623,0.526720252006987
"ENSG00000105538",102.893520385788,0.367927841720519,0.259534816307957,1.41764348596662,0.156294877372068,0.52742928247042
"ENSG00000125826",1515.02525594916,-0.291187955607398,0.205343124608468,-1.41805554075703,0.156174549972166,0.52742928247042
"ENSG00000197930",1371.31898003263,-0.280628761484492,0.19790310386332,-1.4180109154746,0.156187577961885,0.52742928247042
"ENSG00000268912",12.9868425833906,0.392152286829307,0.276593503754857,1.41779283137781,0.156251257707166,0.52742928247042
"ENSG00000015171",1298.12626470364,0.207094735748837,0.146139756483145,1.41710059420224,0.156453518862758,0.527766742790414
"ENSG00000277775",1.18090449291539,0.979011284038534,0.691662515436914,1.41544649621514,0.156937625158025,0.529201433653888
"ENSG00000154639",1305.66258330172,-0.304113771889825,0.215049073807257,-1.41415987758401,0.157314965493711,0.529368717075493
"ENSG00000178078",1706.68557322643,0.348781490548366,0.246569629889451,1.41453548316044,0.157204736653905,0.529368717075493
"ENSG00000204351",891.886045414169,-0.128166790862783,0.0906267480197131,-1.41422696569565,0.157295272872943,0.529368717075493
"ENSG00000204967",12.968011408093,0.811003253070775,0.573224481411235,1.41480917052626,0.157124454591913,0.529368717075493
"ENSG00000227486",17.1713815811285,0.311874899552949,0.22043854607531,1.41479294390919,0.157129213558565,0.529368717075493
"ENSG00000272333",1215.47663623478,-0.13888985400431,0.0982196434283621,-1.41407410123222,0.157340146464105,0.529368717075493
"ENSG00000225969",100.107459202893,0.575083444445185,0.406929380703375,1.41322664746192,0.157589093776241,0.530008162924579
"ENSG00000100097",1798.14559242596,0.453160047547828,0.320729803953344,1.41290282961589,0.157684297002278,0.530130247672955
"ENSG00000142627",1297.90921256826,-0.36056764921067,0.255312641192243,-1.4122592893439,0.157873628729596,0.53017263379342
"ENSG00000280095",1.06396822566774,-0.935331955577079,0.662172543019228,-1.41251999261757,0.157796908204159,0.53017263379342
"ENSG00000281100",12.1617173953858,0.506182256222567,0.358378557492948,1.41242338761444,0.157825334113846,0.53017263379342
"ENSG00000112033",1170.50225457151,-0.212263839903816,0.150448356989779,-1.41087509462291,0.158281446966959,0.531343909997251
"ENSG00000254757",1.03243107648274,0.875963021257323,0.62118874963064,1.41013986775867,0.158498387245773,0.531873782703935
"ENSG00000070961",1233.59990312595,0.247627458544754,0.175839061632807,1.40826194274091,0.159053520359124,0.532405118639165
"ENSG00000131981",10458.3700180911,0.349928694590823,0.24854652586652,1.40790016424832,0.159160634462366,0.532405118639165
"ENSG00000165376",881.619007494583,-1.09741164532553,0.778826281137487,-1.40905831236555,0.158817926255,0.532405118639165
"ENSG00000179588",106.011792223315,-0.223032409707615,0.158299405926215,-1.40892764822865,0.158856563172421,0.532405118639165
"ENSG00000185158",99.334103185757,0.170506923960403,0.121100071238159,1.40798368008454,0.159135902543064,0.532405118639165
"ENSG00000228526",1.24356281970384,-0.856642661444222,0.608108115554429,-1.40870124823642,0.158923525680825,0.532405118639165
"ENSG00000229519",1.52860501738713,-0.70279356925222,0.499212670439028,-1.40780394983596,0.15918913047311,0.532405118639165
"ENSG00000260792",1.63666434266585,-0.684696574259246,0.485828336056923,-1.40933849148524,0.158735102269916,0.532405118639165
"ENSG00000272695",13.0020521190634,0.368230538385824,0.261559105280435,1.40782917111993,0.159181660262795,0.532405118639165
"ENSG00000226239",1.54853612630097,0.757922492101589,0.538682124123563,1.40699395461606,0.159429181404534,0.533009893254386
"ENSG00000112186",101.552919212616,0.477941713563815,0.339860527853445,1.40628779865225,0.159638681776484,0.533512118822264
"ENSG00000205899",1.38895658595218,-1.04448480450242,0.742968714658222,-1.40582609186028,0.159775772185717,0.53377206743558
"ENSG00000251667",1.06121726437066,-0.842848094874635,0.599652990031054,-1.40555973018826,0.159854901026872,0.533838259458941
"ENSG00000031691",94.7420732358347,-0.264118721026509,0.187953721338341,-1.40523273040741,0.159952084325353,0.533964673192942
"ENSG00000169418",119.460248868334,0.480250148696323,0.341837028918706,1.40490967352321,0.160048139669806,0.53408722915397
"ENSG00000204814",1.40188866552208,0.996203828864945,0.709351817898762,1.40438609407655,0.160203909520074,0.534408890170742
"ENSG00000116711",166.77325028683,0.565168742640584,0.402507052973694,1.40412134014834,0.160282719940023,0.534473686350577
"ENSG00000276203",1.21730931340516,0.962438801431795,0.685693724028264,1.4035986734394,0.160438390377479,0.534794634591597
"ENSG00000058272",1068.46270926113,0.253119984752083,0.180398219854896,1.40311797397824,0.160581662190769,0.535074031735256
"ENSG00000158321",886.963266090566,-0.241758177555651,0.172413840197419,-1.40219704681962,0.160856413285982,0.535791161944424
"ENSG00000122756",96.198593152538,0.862055645021997,0.615241002748773,1.40116741434739,0.161164016087933,0.536617145686791
"ENSG00000143401",927.806108026016,-0.239308280855967,0.170870499426027,-1.40052426638788,0.161356381920218,0.537058963491851
"ENSG00000165475",1674.99182324901,-0.326132865554624,0.233038919760131,-1.39947810387345,0.161669659938003,0.537481874695374
"ENSG00000170100",99.4521096854117,-0.207247003665905,0.148092413522441,-1.39944375769458,0.161679952834228,0.537481874695374
"ENSG00000175449",10.738298133016,-0.278118574629202,0.198755163403534,-1.39930238725187,0.161722324075008,0.537481874695374
"ENSG00000276070",134.140810159929,-0.569589906284948,0.406980104598303,-1.39955221360795,0.161647452346252,0.537481874695374
"ENSG00000215595",12.8358409991055,0.614721512046408,0.439385532357834,1.3990481405878,0.161798547425643,0.537536702410775
